,Stationnumber,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
94,30096,-1,0,-0.5,0,0,0,0,1,1,1.25,-2,0.857142857,-0.333333333,0.428571429,1.2,-0.428571429,-0.857142857,-2,-0.166666667,-1,-0.705882353,-0.333333333,1,-0.5
95,30097,-1,0,1,1,-1,0,1,1.285714286,0.5,0.6,0.8,-0.25,0.333333333,0.166666667,-0.666666667,1.333333333,-1.076923077,0.583333333,-0.333333333,0.285714286,0,-1.2,0,0
96,30098,-4,2,-2,0,1,1,0,3,1.333333333,1.25,0.666666667,1.4,0.25,0.2,-0.428571429,0.166666667,-0.285714286,-0.75,-1,-0.285714286,-0.333333333,-1,0.666666667,0
97,30099,1,0,0,0,0,0,0,1.071428571,0.6,1,0.4,0,0,-0.8,0.8,0.222222222,0.214285714,-0.538461538,0.2,-0.333333333,0.428571429,-0.5,-1.2,0
98,30100,0,0,0,0,0,0,0.7,0,0.666666667,0.25,0.142857143,0.153846154,0.153846154,0,0.214285714,0.083333333,-0.421052632,-0.117647059,0.111111111,-0.055555556,-0.5625,-1.166666667,-2,0
99,30101,0,0,0,0,0,-0.666666667,1,1.090909091,0.857142857,-0.333333333,0.4,0.125,-0.181818182,-0.333333333,0.625,0.666666667,-0.333333333,-0.85,-0.25,-0.3,0,-0.25,1,-1
100,30102,0,0,0,0,0,0,0,1,0.5,0,1,0,0.333333333,-1.5,-0.333333333,2,-0.666666667,-0.444444444,0.333333333,0.5,-0.25,0,-1,0
101,30103,-1,0,0,0,0,0,0,1,1.263157895,0.428571429,0.142857143,1,0.571428571,0,-0.333333333,-0.285714286,0.181818182,-1.066666667,-0.25,0.666666667,0.571428571,-1.166666667,-0.333333333,0
102,30104,-1.333333333,1,0,1,0,1,0.333333333,0.2,-0.777777778,-0.923076923,0.5,0.363636364,-0.294117647,0.470588235,-0.470588235,-0.090909091,0.181818182,-0.590909091,-0.739130435,0.571428571,0.222222222,1,-0.166666667,-1.25
103,30105,0,0,-1,0,0,0,-1,0,-1,0,0,-0.5,0.5,0.2,0,1,0,1,-0.714285714,-1,0,1,1,-1
104,30106,0,0,1,0,0,0,0.5,1,1,1,0.166666667,0.5,-1,-0.2,0,1,-0.222222222,-0.4,0.4,0.125,-1,-0.5,-2,1
105,30107,0,0,0,0,0,0,1,0.875,-1,-1,-0.333333333,-1,0,-1,-0.5,0.333333333,-0.5,1,0.75,0.5,-1,0,-1,0
106,30108,0,0,0,0,0,0,1,0.857142857,0,0.4,0.333333333,0.166666667,-0.5,0.5,1,-0.25,-0.333333333,-1.090909091,-0.4,-0.333333333,0.6,-0.333333333,0,0
107,30109,-0.8,-1,0,-1,-1,1,1,1,1.590909091,2.1,1.095238095,1.222222222,0,0.3125,0.272727273,-0.230769231,-0.75,-1.76,-2.130434783,-1.142857143,-0.789473684,-1.428571429,-1.083333333,-1.3
108,30110,-0.181818182,-1.2,0.25,-0.6,1,0,1.5,1.368421053,1.777777778,1.608695652,1.222222222,1,0.8,0.476190476,0.055555556,-0.913043478,-0.766666667,-1.384615385,-0.444444444,-1,-1.272727273,-0.947368421,-0.4375,-1.166666667
109,30111,0,0,0,0,0,0,0,1,0,1,-0.333333333,0,0,0,-1,1,-0.166666667,-0.5,0.375,0,0,0,-1.5,1
110,30112,-1,-1,0,0,0,1,0,1.555555556,1,-0.333333333,1,-0.166666667,-0.142857143,-0.2,-0.666666667,-0.625,-0.4,-0.9,-0.5,-0.3,-0.125,0,-0.5,-1
111,30113,-1,-1,-1,0,0,-1,-1,-1.2,-0.714285714,0.333333333,-0.444444444,0.428571429,1,0.25,-0.4,0,0.722222222,0.842105263,0.6875,0,0.25,0.333333333,-1,-1
112,30114,0,-1,0,0,0,0,1,-1,1.333333333,-0.5,1,-0.333333333,-0.666666667,-0.111111111,-0.25,-0.533333333,0,-0.5,-0.5,0.285714286,-1,0.375,0.789473684,-0.4
113,30115,1.5,1.083333333,1,0.5,1,0,-1.12,-1.838709677,-4.571428571,-4.666666667,-2.709677419,-2.366666667,-0.387096774,-0.870967742,0,1.677419355,3.741935484,3.741935484,3.516129032,2.322580645,1.481481481,1.464285714,1.384615385,1.620689655
114,30116,0,0,0,0,0,1,0,1,1,1,-1,0.666666667,-0.4,1.5,0.5,0.428571429,0.125,0,1.666666667,0,-0.5,0.666666667,-2,0
115,30117,0.5,0,0,0,1,0,-1,-0.695652174,0.454545455,0.285714286,0.25,0.333333333,-0.642857143,0.222222222,-0.142857143,-0.5,0.882352941,-0.375,-0.142857143,-0.2,-0.333333333,-0.8,1,1
116,30118,-1,0,0,0,0,0,0,1,-0.642857143,0.555555556,-0.6,-0.333333333,-0.666666667,0.166666667,-0.5,-0.333333333,-0.266666667,0.4,-0.2,0.166666667,0.25,0,-1,-1
117,30119,0,2.5,0,0,0,0,0.5,-0.5,0.333333333,-1,1.25,-0.333333333,0.777777778,-1.75,0.75,-0.75,-0.583333333,0.2,-0.4,0.357142857,-1.333333333,0.166666667,1,-1
118,30120,0,0,0,0,0,0,0,-1,1,-1.333333333,0.5,2.5,-1.75,0.714285714,1,-0.4,-0.4,0.428571429,0.666666667,0.666666667,-1.2,-4,-2,1
119,30121,1,0,0,0,-1,0,1,-0.75,0,0,-0.666666667,1,0.375,0,0,-1,0.8,0.25,-0.4,-0.666666667,-1,-2,-1,0
120,30122,0,-1,0,0,0,0,1,-1,1.111111111,0.666666667,0,0.125,0.461538462,-0.2,-0.307692308,1,-0.857142857,-0.25,-0.75,0,-1.666666667,-0.5,6,2
121,30123,0,0,0,0,0,0,1,0.789473684,-0.2,-0.6,-1,0.222222222,0,0.2,0,-0.428571429,-0.444444444,-0.5,1,0.5,0,0,0,0
122,30124,2,0,0,0,0,-1,-1,0.333333333,2.5,-0.5,1,-1,1.333333333,-0.333333333,0,0.090909091,-0.769230769,-1,-0.2,-0.75,-2.5,2.333333333,2,0
123,30125,0,0,0,0,0,0,-1,-1.111111111,-0.888888889,-1,1,-0.166666667,0.888888889,-0.4,1.5,1,1.066666667,1,0,0,1,0,0,0
124,30126,0,0,-6,0,0,0,1,0.6,-0.6,-1,0,0,-0.857142857,-0.125,-0.428571429,0.5,0.25,0,0,-0.5,-1,-1,0,0
125,30127,0,0,0,0,0,0,-0.038461538,-0.192307692,-1.263157895,-1.285714286,-0.090909091,-0.153846154,-0.166666667,0,0.363636364,-0.857142857,1.947368421,0.529411765,0.727272727,1.1,0.166666667,1,0,-2.5
126,30128,-1,1,-0.666666667,1,0,0,1,0,-1,-0.583333333,0.25,0.153846154,0.272727273,0.5,0.8,-0.7,-0.714285714,-0.142857143,0.75,1,-0.75,0,0,-1
127,30129,-2,0,0,0,0,0,0,0,0,0,-0.333333333,0.8,-1,0,-0.25,-1,-1,1,0.285714286,-0.5,-0.142857143,-1.5,0.333333333,1
128,30130,0,0,0,0,0,0,1,-0.055555556,0.384615385,0,0.363636364,0.176470588,-0.272727273,-0.2,-0.5,0,-0.153846154,-0.888888889,-0.727272727,-0.615384615,-0.714285714,-1,0,0
129,30131,-1,0,0,0,1,0,-1.055555556,1,0,-0.5,0.4,-0.428571429,0,1.666666667,-1.615384615,0.904761905,-0.636363636,-2.285714286,1.2,1,-1.333333333,-0.5,-1.5,-1
130,30132,-0.333333333,0,2,-2,0,0,0,-0.666666667,0.2,0.4,0.666666667,0,0.866666667,-1.090909091,0,1.454545455,0.357142857,0.9,-0.166666667,0.25,0.75,-1.5,-1,0.25
131,30133,1,-0.5,0,0,-1,-1,1,1,0,-0.8,-1,0.333333333,0,0.5,0,-0.5,-1,0.666666667,-0.5,-0.75,-1.166666667,0.5,0,-2
132,30134,0,0,-1,-1,0,0,-1,0,0,1,1,0.333333333,0,0,-0.3,0.6,-0.785714286,-0.230769231,-0.538461538,0.083333333,0.6,-1.833333333,-2,0
133,30135,0,0,0,0,1,0,-1,-2,0.714285714,0,-1,-0.25,0.6,-0.111111111,-0.285714286,0,-0.181818182,0.083333333,-0.777777778,-0.4,-0.666666667,-1,-0.5,-1
134,30136,0,0,0,0,0,0,0,1,-1.25,0,0.285714286,-1.125,-1.666666667,0.4,-1,0.333333333,1,-0.111111111,1.25,1,0,0,0,2
135,30137,0,0,0,0,1,1,1.5,1.066666667,1.25,0.888888889,0.166666667,0.666666667,0,1.375,-0.333333333,-0.5,0.142857143,-0.529411765,0,-0.545454545,-0.285714286,0.666666667,2.5,0
136,30138,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,0.666666667,-1.333333333,0,1,0.75,1.333333333,0.5,-1,1,-2,1,0
137,30139,0,1,0,0,0,0,0,-1,-1,-1,0.333333333,1,-0.666666667,0.25,-1,0.5,0.8,1.2,-1.333333333,1,0,-1,-1,0
138,30140,0,0,1,0,0,0,1,0.714285714,0.2,1,-1,0.571428571,0.125,0,1,0.142857143,0.166666667,-0.6,0.5,-0.285714286,0.2,0.333333333,1,0
139,30141,0,0,0.5,0,0,0,0,-1.181818182,-0.785714286,-0.333333333,0.2,-0.1,0.1,-0.25,-0.142857143,-0.444444444,-0.2,-0.076923077,0,0.416666667,-0.142857143,1.25,-0.5,1
140,30142,0.857142857,2.5,0.333333333,2.5,1,-1,1,-1.142857143,-0.5,-0.333333333,2,0.833333333,-0.5,-0.857142857,-0.714285714,-0.222222222,-0.066666667,-0.111111111,-0.461538462,-0.727272727,0.375,-0.714285714,3.75,-0.333333333
141,30143,1,0,0,0,0,1,1,0.090909091,-0.25,-1.277777778,0.263157895,0.454545455,-0.047619048,-0.05,0.12,-0.5,-0.636363636,0.6,0.111111111,0.052631579,-0.157894737,0.153846154,-0.777777778,1.8
142,30144,-1.5,-1,0,0,0,0,0.75,1.611111111,0.9375,1.294117647,1,0.2,0.4375,0.133333333,-0.181818182,-0.285714286,-1.318181818,-0.523809524,-0.7,-1.35,-1,-1,0.5,-1
143,30145,0,0,0,0,0,0,0,1,0.214285714,1,-0.333333333,0.333333333,0,0.333333333,-1.333333333,-0.5,-0.461538462,-0.272727273,0.727272727,-0.25,-1.333333333,2,0,0
144,30146,0,0,0,0,0,0,0,0.5,-2.5,0.666666667,-0.2,-1.2,-2,0,-1.375,-2,-3,-1.166666667,-0.8,-0.454545455,-2,-2,0,0
145,30147,-2,0,0,-1,0,0,0.75,0.818181818,1.153846154,0.111111111,0.142857143,0.142857143,0.428571429,-0.111111111,-0.583333333,-0.866666667,-0.05,-1,-0.214285714,-0.416666667,0,-0.166666667,-1,0
146,30148,0,0,0,0,0,0,0,0.875,-0.714285714,0,0,0.285714286,0.333333333,-0.2,0.666666667,-1.076923077,-0.714285714,0.611111111,-0.5,-1,-0.666666667,0,0,-1
147,30149,0,0,0,0,0,1,1,0.285714286,-0.666666667,0.416666667,-0.368421053,-0.411764706,-0.842105263,0.588235294,-0.304347826,-0.7,-2.3,-0.5,0.705882353,-0.6,-0.538461538,0.142857143,-1.5,-2
148,30150,0,0,0,0,0,-1,1,-1,0,0,0,3,0,1.142857143,-1.2,-0.8,0.25,-0.7,0.4,-0.75,0,0,0,0
149,30151,-0.5,0,0,0,0,0,0,0,1,1.142857143,0.375,1.083333333,0.461538462,0.111111111,1,0.923076923,-0.625,0.272727273,0.076923077,0.333333333,0.7,-1,0,0
150,30152,-1.666666667,-1,-2,0,0,-1,-1,1.266666667,-0.777777778,0.857142857,-1,1,0.466666667,-0.307692308,0,0.375,-0.380952381,-0.5,-0.769230769,0.5,-0.5,0.833333333,-0.8,-1
151,30153,0,0,0,0,-1,0,0,0,0,0,0.4,2.142857143,1.857142857,-0.142857143,0.111111111,-0.333333333,0.142857143,-0.666666667,-0.428571429,0.777777778,-0.666666667,-1,0,0
152,30154,1.666666667,0.5,0.25,0,0,1,0.375,1.083333333,0.5,-0.043478261,0.454545455,0.846153846,-0.730769231,-0.107142857,-0.48,0.107142857,0.75,-0.785714286,-2.107142857,-1.041666667,-0.681818182,-0.304347826,0.285714286,-0.5
153,30155,-1,0,0,-2,0,0,1,0.285714286,0.6,0,1.5,-1.666666667,0.5,-0.8,0.142857143,-0.214285714,-0.625,-0.166666667,-0.125,-0.714285714,0.25,0.25,-0.5,0
154,30156,0,0,0,0,-1,-1,0,1,0.333333333,-0.083333333,0.615384615,0.5,-1,0.384615385,0.052631579,0.25,0.095238095,0.428571429,0.307692308,-0.6875,-1.692307692,-0.4,-1.5,2
155,30157,-2,0,0,0,0,0,0,1.333333333,0.2,0.666666667,-0.5,0.578947368,0.571428571,-0.1,-0.952380952,-0.55,1.0625,-0.055555556,0.111111111,-0.789473684,0.142857143,-0.090909091,0,-1
156,30158,-0.666666667,0,-1,0,4,-4,-0.5,0,-1.384615385,1.357142857,0.647058824,0.681818182,-1.12,0.636363636,0.44,-0.173913043,-0.904761905,-0.8,-0.956521739,0.473684211,-1.277777778,-1.571428571,0.666666667,-1.75
157,30159,0,0,0,0,0,0,0,0,2,-0.333333333,1.5,-0.285714286,-0.25,0.6,0.8,-2.111111111,-0.5,1.571428571,-0.5,-0.125,1,-2,0,0
158,30160,-0.666666667,-0.2,-0.5,-1,-1,1,1,1.230769231,0.454545455,0.142857143,0.727272727,1.1,-0.666666667,0.307692308,0.733333333,-0.545454545,-1.045454545,0,-0.47826087,-0.1,0.5,-0.888888889,0.5,0.25
159,30161,0,0,-1,0,0,0,-0.5,0.333333333,-0.25,1.571428571,-0.166666667,0.5,-0.3,-0.777777778,0.2,0.181818182,-0.307692308,-0.625,0,-0.818181818,0.25,0.25,0,-3
160,30162,0,0,0,0,0,0,0,0,-0.4,0,0,0.5,-0.25,0.636363636,0.2,-0.25,-0.333333333,-1,0,0.333333333,-0.5,-1,-2,0
161,30163,0.333333333,-1,0.333333333,0,-1,1,1,1,-1,0,0,-0.2,0.444444444,-1,0.25,0.875,-0.75,-0.928571429,0,0.428571429,-0.333333333,-0.666666667,1.5,-1
162,30164,-2,0,0,0,0,0,-1,0,-1,0,-1,0.333333333,0.571428571,-0.666666667,-1.6,0.8,-0.363636364,0.272727273,-0.75,0,0.5,0.142857143,0,-1
163,30165,0,0,0,0,0,0,2,0,1,1.666666667,-0.4,0.5,0.285714286,-0.25,-0.6,-0.142857143,0,-0.642857143,-0.5,-0.25,-1,0.5,-1.6,1
164,30166,-0.5,0,0,0,0,0,0,0.5,1.75,0.8,0.933333333,0,1.4375,0.0625,-0.235294118,-0.222222222,0.9375,-0.55,-0.333333333,0,-0.733333333,-0.222222222,-1.25,2
165,30167,-2,0,0,0,0,0,0,1.25,0.333333333,0.705882353,0.666666667,0.166666667,0.428571429,-1.8,-1.428571429,-0.333333333,-0.666666667,-1,-0.333333333,-1,0.285714286,0.333333333,0,1
166,30168,1,0,0,0,0,1,0,0,0.333333333,0,0,2,-1,-0.222222222,-0.090909091,-1,0.75,-1,-0.5,1,-0.4,0.5,-2.666666667,2
167,30169,0,0,0,0,0,0,0,0,0,0,0,-2.666666667,-1.4,3,-0.5,1,-1.25,0.125,0.285714286,0,0.8,-1.666666667,0,2
168,30170,-0.5,2,-3,0,0,0,1,-0.5,0.846153846,0.9,0.166666667,-0.166666667,0.071428571,0.133333333,-1,0.333333333,0.647058824,-0.538461538,-1.642857143,-0.166666667,0.083333333,-0.111111111,-0.25,-1.5
169,30171,-1,0,0,0,0,0,1,1.380952381,1.363636364,0.842105263,0.2,0.764705882,-0.333333333,-0.222222222,0.818181818,-0.285714286,-0.8,-0.913043478,-1.35,-0.217391304,-0.307692308,-0.4,1,-2
170,30172,-1.666666667,-1,-2,0,1,1,1.083333333,1.555555556,2.952380952,1.526315789,0.545454545,-0.166666667,-0.590909091,0.315789474,-0.5,-0.888888889,-2.1,-2.19047619,-0.55,-1.235294118,-0.764705882,-1.066666667,-0.285714286,-1.428571429
171,30173,-1,0,0,0,0,1,1,1,-1,-1,-1,-0.272727273,1,-0.666666667,-1,0.25,-0.090909091,1.166666667,-0.375,0.5,-0.666666667,-0.5,-0.333333333,0
172,30174,0,2,-1,-1,0,0,-1,1,1.166666667,0.8,0.375,0.285714286,0.333333333,-0.578947368,0.0625,-0.428571429,-0.071428571,-1.166666667,-0.615384615,0.266666667,-0.833333333,-0.75,-1,0
173,30175,0,0,2,0,0,0,0,0,-0.333333333,1,0,1.285714286,0,-0.8,0.333333333,-0.75,0.333333333,0.666666667,0,-0.857142857,3,0.75,-2,-1.5
174,30176,1,0,0,0,0,0,0.6,0,-0.125,0,0.818181818,0.357142857,-0.428571429,0.411764706,0.375,0.083333333,-0.380952381,0.56,-0.3,0.375,0.166666667,-0.545454545,-1,0
175,30177,1,0,0,-1,0,0,1,1,1,1,0,0,0.166666667,0,1,-1,-1.181818182,-0.4,-1.333333333,-0.6,0,-1.2,-1.25,0
176,30178,-3,0,-1,0,0,0,0,1.285714286,1.2,2,1,0.833333333,-1.142857143,-0.8,1,-0.333333333,1.666666667,-0.571428571,0,1,0.666666667,0,0,-0.666666667
177,30179,4,0,0,-1,0.333333333,0,-0.214285714,0.739130435,-0.592592593,-0.28,0.05,-0.541666667,0.291666667,0.166666667,-0.416666667,0.25,-1,0.925925926,-0.388888889,-0.111111111,0.2,2.5625,0.285714286,0.75
178,30180,-1,0,0,1,0,1,1,1.142857143,1.095238095,1,2.333333333,1.571428571,0.538461538,-0.076923077,0,0.3,-1.238095238,-1.384615385,-0.481481481,-0.533333333,-1.375,-0.545454545,-1.8,-1
179,30181,0,0,0,0,0,-0.75,-0.666666667,-0.5,-0.954545455,-1.125,0.333333333,0.8,-0.277777778,-0.666666667,-0.375,0.363636364,0.823529412,2.137931034,-0.166666667,-0.153846154,0,1.090909091,4,-1
180,30182,-0.785714286,-1.142857143,0.2,-1,0,1,1,1.277777778,1.291666667,1.5,0.833333333,1.388888889,0.166666667,0.571428571,0.391304348,0.130434783,-0.84,-1.041666667,0.107142857,-0.4,-0.607142857,-1.148148148,-0.538461538,-1.941176471
181,30183,-0.8,-1.333333333,0,0,-0.5,-1,0.25,-1.827586207,-4.482758621,-1.448275862,-0.392857143,0.103448276,1.033333333,0.793103448,0.258064516,1.258064516,3.366666667,1.866666667,0.392857143,1.142857143,0.454545455,0.043478261,0.416666667,0.769230769
182,30184,0.25,0.666666667,1.75,2,-1,0.666666667,-0.111111111,0.19047619,-1,-1.136363636,-0.368421053,0.086956522,-0.363636364,-0.16,0.391304348,0.043478261,0.80952381,0.47826087,0.814814815,1.16,-0.055555556,0.307692308,1.111111111,0.857142857
183,30185,0,-1,-1.4,0,0,0,1,0.956521739,0.5,1.142857143,0.666666667,0.666666667,-0.666666667,1,0.75,-0.6,-0.944444444,-1.15,1,-0.9,-1,0.5,-0.5,-1
184,30186,0.666666667,0.333333333,1.333333333,0,0.666666667,-0.75,-1.714285714,-3.407407407,-2.785714286,-1.24,-0.931034483,0.5,0.192307692,0.586206897,0.291666667,0.888888889,3.148148148,3,2.107142857,1.458333333,0.136363636,0,0.1875,-0.285714286
185,30187,-1.25,0,0,-2,0,1,1,1.807692308,1.428571429,0.8,0.545454545,0.722222222,0.5,-0.647058824,-0.6,0.076923077,-0.125,-0.923076923,-0.416666667,-0.625,-0.071428571,-0.866666667,-0.333333333,-1.5
186,30188,0.8,-1,-1,0,0,-1,-1.4,-0.8125,-2.666666667,-2.071428571,0.538461538,1.1875,0.055555556,1.066666667,0,0.391304348,2.333333333,1.9,1.529411765,0.333333333,0,-0.75,1,-1.333333333
187,30189,-1.090909091,-0.8,-0.833333333,1,-1,0.666666667,1,2.16,2.12,2.36,1.318181818,0.75,-0.458333333,0.384615385,0.130434783,-0.037037037,-1.260869565,-0.269230769,-0.538461538,-0.304347826,-0.863636364,-1.476190476,-0.75,-0.8
188,30190,-1,-1.5,-1,0,0,0.857142857,0,1,2.45,1.791666667,0.352941176,0.368421053,0.285714286,0.352941176,-0.666666667,-0.47826087,-0.863636364,-0.269230769,-0.826086957,-1.1,-0.863636364,-0.75,-0.777777778,-1.285714286
189,30191,-1,2,0,-1,0,0,0.875,0,1,1.555555556,0.5,1,0.428571429,0.6,0.181818182,-0.1875,0.5,0.785714286,-0.363636364,-0.555555556,-1,-1,0.666666667,-0.333333333
190,30192,0,0,0,0,0,-1.166666667,-1.375,0,0.8,-0.588235294,-0.636363636,0.052631579,0.130434783,-0.923076923,0.066666667,-0.277777778,0.043478261,-0.125,0.222222222,1.15,1.4,0.8125,1.111111111,1.5
191,30193,1,2,0,0,0,-1,-1,-1,0.5,0.538461538,-0.111111111,-0.444444444,-0.058823529,0.055555556,-0.529411765,-0.3,-0.25,-0.263157895,-0.733333333,-0.25,0,0.857142857,1.5,1
192,30194,-1.2,-0.333333333,-0.666666667,-1.5,1,0,-0.555555556,0.578947368,0.592592593,0.785714286,0.285714286,0,-0.538461538,0.384615385,0.333333333,-0.807692308,0,-0.708333333,0,0.523809524,0.95,-1.083333333,-0.071428571,-0.272727273
193,30195,0.166666667,0,-1.5,-1,-1,0,-0.818181818,-0.791666667,-1.037037037,-1.103448276,-0.192307692,-0.555555556,1.037037037,-1.777777778,1.133333333,1.482758621,1.275862069,1.586206897,-0.071428571,-0.16,1.64,0.923076923,-0.636363636,0.25
194,30196,-2,1,0,0,0,-1,-1,-0.545454545,-1.647058824,-1.681818182,-0.85,-0.3,-0.32,-0.333333333,-0.391304348,0.842105263,1.19047619,0.791666667,0.76,1.318181818,0.944444444,0.833333333,0.4,1.25
195,30197,0.2,-0.111111111,0.7,-0.333333333,-0.333333333,0.375,-0.363636364,1.318181818,1.185185185,1.035714286,0.551724138,-0.357142857,-1.034482759,0.586206897,0.1,-0.724137931,-0.413793103,0.35483871,0.24137931,-0.866666667,-0.821428571,-0.692307692,0.636363636,0.043478261
196,30198,0,0,0,0,0,0,0,-1,-0.6,0.142857143,-1.111111111,0.444444444,-0.833333333,-0.214285714,0.076923077,-0.666666667,-0.181818182,-0.583333333,-0.1,-0.090909091,-0.545454545,0.5,0,0
197,30199,0,0,0,0,0,0,0,0,0,0,2,0.6,1,0,-1,-1.75,0.5,-0.75,4,-2,0,0,0,0
198,30201,0,0,0,0,0,1,1,0,2,2,2,0,0,-1,0,-1,2,-2,-1,-1,0,-1.25,0,0
199,30202,0.5,-0.571428571,-1,0,0.928571429,0,1.344827586,1.28,1.153846154,0.551724138,1.368421053,0.64,0.818181818,0.045454545,-0.363636364,0.045454545,-0.36,-1.766666667,-0.966666667,-0.434782609,-1,-0.684210526,-0.666666667,0.6
200,30203,-1,-1,0,0,0,0,1,-1,-1,2,0.6,0.875,0.222222222,-0.2,2,-0.5,-1.2,0,0.4,-0.833333333,-0.8,-0.5,1,0
201,30204,0,-1,0,0,0,0,0,0,2,0,0,1,0,0,0.5,1,0,-1.5,-1,1,0,-1,0,0
202,30205,0,0,0,0,0,0,0.333333333,-1,0.714285714,0,1,0.333333333,0.8,-0.6,-0.142857143,0,0.285714286,0.285714286,0.666666667,-1,0,-1,2,0
